source_split,source_hospital,target_hospital,n_triplets,within_mean,cross_mean,within_median,cross_median,mean_paired_difference,paired_smd,mean_pair_distance
val,1,0,102588,0.5559654998277919,0.5212382326654902,0.06792856762854159,0.039982466887388234,-0.03472726716230178,-0.03327724936204564,0.4638474337207803
val,1,3,102027,0.5209999413377543,0.48335414231758306,0.06456306855165851,0.03388228872672271,-0.037645799020171365,-0.03858351197746542,0.41591988483320463
val,1,4,102552,0.555089771934656,0.5171037014842925,0.06834900980485079,0.03901639080038112,-0.037986070450363445,-0.03620800768475817,0.4389080578424207
